TIPO_DE_APORTE;TIPO_APORTANTE;NOMBRE_CANDIDATO_PARTIDO_POLITICO;TIPO_DONATARIO;ELECCION;REGION;DISTRITO;PUEBLO;PACTO;PARTIDO;FECHA_DE_TRANSFERENCIA; MONTO 
SIN PUBLICIDAD;PERSONA NATURAL;TOMAS  MANDIOLA LAGOS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS RIOS;DISTRITO 24;;VAMOS POR CHILE;EVOLUCION POLITICA;24-02-21; 574.177 
CON PUBLICIDAD;PERSONA NATURAL;ANA RAQUEL MARTINEZ CHAMORRO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 15;;APRUEBO DIGNIDAD;REVOLUCION DEMOCRATICA;24-02-21; 30.000 
CON PUBLICIDAD;PERSONA NATURAL;MAGDALENA BARRIGA VACAREZZA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;VAMOS POR CHILE;INDEPENDIENTES;24-02-21; 100.000 
SIN PUBLICIDAD;PERSONA NATURAL;MARIA LUISA CORDERO VELASQUEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;VAMOS POR CHILE;INDEPENDIENTES;24-02-21; 20.000 
CON PUBLICIDAD;PERSONA NATURAL;FELIPE HARBOE BASCUÑAN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ÑUBLE;DISTRITO 19;;LISTA DEL APRUEBO;PARTIDO POR LA DEMOCRACIA;24-02-21; 30.000 
SIN PUBLICIDAD;PERSONA NATURAL;RODRIGO ALEJANDRO VENEGAS VERGARA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ARICA Y PARINACOTA;DISTRITO 1;;INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D1);INDEPENDIENTES;24-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;XIMENA NOGUEIRA SERRANO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 15;;LISTA DEL APRUEBO;PARTIDO SOCIALISTA DE CHILE;24-02-21; 100.000 
SIN PUBLICIDAD;PERSONA NATURAL;BENITO JOSE BARANDA FERRAN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D12);INDEPENDIENTES;24-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;MARIA MACARENA LETELIER VELASCO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;VAMOS POR CHILE;INDEPENDIENTES;24-02-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;MACARENA LOBOS PALACIOS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;INDEPENDIENTES POR LA NUEVA CONSTITUCION  (D10);INDEPENDIENTES;24-02-21; 30.000 
CON PUBLICIDAD;PERSONA NATURAL;TOMAS LAIBE SAEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;DISTRITO 27;;LISTA DEL APRUEBO;PARTIDO SOCIALISTA DE CHILE;24-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;CONSTANZA VERONICA HUBE PORTUS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;24-02-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;JUAN PABLO RODRIGUEZ OYARZUN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;VAMOS POR CHILE;INDEPENDIENTES;24-02-21; 5.000.000 
CON PUBLICIDAD;PERSONA NATURAL;PABLO SEBASTIAN PERELLO PEREZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 21;;VAMOS POR CHILE;INDEPENDIENTES;24-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;JORGE ANDRES CASH SAEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;LISTA DEL APRUEBO;PARTIDO DEMOCRATA CRISTIANO;24-02-21; 2.000.000 
CON PUBLICIDAD;PERSONA NATURAL;JUAN ENRIQUE PI ARRIAGADA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;LISTA DEL APRUEBO;INDEPENDIENTES;24-02-21; 200.000 
SIN PUBLICIDAD;PERSONA NATURAL;JORGE  SERON FERRE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 20;;VAMOS POR CHILE;INDEPENDIENTES;24-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;RUGGERO COZZI ELZO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 6;;VAMOS POR CHILE;RENOVACION NACIONAL;24-02-21; 2.500.000 
SIN PUBLICIDAD;PERSONA NATURAL;PIA CASTELLI FENICK;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;LISTA DEL APRUEBO;PARTIDO POR LA DEMOCRACIA;24-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;ANTONIA COSMICA ORELLANA GUARELLO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;APRUEBO DIGNIDAD;CONVERGENCIA SOCIAL;24-02-21; 5.000 
SIN PUBLICIDAD;PERSONA NATURAL;IGNACIO JAIME ACHURRA DIAZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 14;;APRUEBO DIGNIDAD;CONVERGENCIA SOCIAL;24-02-21; 500.000 
SIN PUBLICIDAD;PERSONA NATURAL;JUAN DE DIOS VALDIVIESO TAGLE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;VAMOS POR CHILE;IND RENOVACION NACIONAL;24-02-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;ELISA WALKER ECHENIQUE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;LISTA DEL APRUEBO;PARTIDO DEMOCRATA CRISTIANO;24-02-21; 30.000 
CON PUBLICIDAD;PERSONA NATURAL;ANTONIA COSMICA ORELLANA GUARELLO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;APRUEBO DIGNIDAD;CONVERGENCIA SOCIAL;24-02-21; 300.000 
CON PUBLICIDAD;PERSONA NATURAL;BENITO JOSE BARANDA FERRAN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D12);INDEPENDIENTES;24-02-21; 500.000 
SIN PUBLICIDAD;PERSONA NATURAL;JORGE  SERON FERRE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 20;;VAMOS POR CHILE;INDEPENDIENTES;24-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;TOMAS RECART BALZE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;INDEPENDIENTES CON CHILE (D11);INDEPENDIENTES;24-02-21; 100.000 
SIN PUBLICIDAD;PERSONA NATURAL;JUAN TAGLE DOMINGUEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE COQUIMBO;DISTRITO 5;;VAMOS POR CHILE;INDEPENDIENTES;24-02-21; 25.000 
CON PUBLICIDAD;PERSONA NATURAL;HERNAN LARRAIN MATTE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;VAMOS POR CHILE;EVOLUCION POLITICA;24-02-21; 2.000.000 
CON PUBLICIDAD;PERSONA NATURAL;CAROL CECILIA BOWN SEPULVEDA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 15;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;24-02-21; 800.000 
SIN PUBLICIDAD;PERSONA NATURAL;MILLARAI ABELLEIRA PERALTA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;LISTA DEL APRUEBO;INDEPENDIENTES;24-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;HERNAN IGNACIO BENJAMIN RAMIREZ RUEDA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 6;;MOVIMIENTOS SOCIALES INDEPENDIENTES (D6);INDEPENDIENTES;24-02-21; 300.000 
SIN PUBLICIDAD;PERSONA NATURAL;MARIA DE LOS ANGELES LOPEZ PORFIRI;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 6;;VAMOS POR CHILE;PARTIDO REPUBLICANO DE CHILE;24-02-21; 400.000 
CON PUBLICIDAD;PERSONA NATURAL;BESSY MIREYA DEL ROSARIO GALLARDO PRADO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 8;;LISTA DEL APRUEBO;INDEPENDIENTES;24-02-21; 500.000 
SIN PUBLICIDAD;PERSONA NATURAL;ANDREA GUTIERREZ VASQUEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10);INDEPENDIENTES;24-02-21; 10.000 
SIN PUBLICIDAD;PERSONA NATURAL;CLEMENTE  PEREZ ERRAZURIZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;INDEPENDIENTES CON CHILE (D11);INDEPENDIENTES;24-02-21; 574.000 
CON PUBLICIDAD;PERSONA NATURAL;RUGGERO COZZI ELZO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 6;;VAMOS POR CHILE;RENOVACION NACIONAL;24-02-21; 540.000 
CON PUBLICIDAD;PERSONA NATURAL;MARIANA AYLWIN OYARZUN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;INDEPENDIENTES CON CHILE (D11);INDEPENDIENTES;24-02-21; 500.000 
SIN PUBLICIDAD;PERSONA NATURAL;MARIANA AYLWIN OYARZUN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;INDEPENDIENTES CON CHILE (D11);INDEPENDIENTES;24-02-21; 15.000 
SIN PUBLICIDAD;PERSONA NATURAL;LUCIO FAVIO CUENCA BERGER;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;VOCES CONSTITUYENTES (D12);INDEPENDIENTES;24-02-21; 574.177 
CON PUBLICIDAD;PERSONA NATURAL;MANUEL ADRIAN INOSTROZA PALMA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;INDEPENDIENTES CON CHILE (D11);INDEPENDIENTES;24-02-21; 10.000 
CON PUBLICIDAD;PERSONA NATURAL;PATRICIO ZAPATA LARRAIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;LISTA DEL APRUEBO;PARTIDO DEMOCRATA CRISTIANO;24-02-21; 15.000 
CON PUBLICIDAD;PERSONA NATURAL;FEDERICO IGLESIAS MUÑOZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 15;;VAMOS POR CHILE;INDEPENDIENTES;24-02-21; 300.000 
CON PUBLICIDAD;PERSONA NATURAL;MAGDALENA BARRIGA VACAREZZA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;VAMOS POR CHILE;INDEPENDIENTES;24-02-21; 10.000 
PROPIO;PERSONA NATURAL;ERICKA  PORTILLA BARRIOS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ATACAMA;DISTRITO 4;;APRUEBO DIGNIDAD;PARTIDO COMUNISTA DE CHILE;24-02-21; 150.000 
CON PUBLICIDAD;PERSONA NATURAL;RICARDO ANDRES NEUMANN BERTIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;VAMOS POR CHILE;IND UNION DEMOCRATA INDEPENDIENTE;24-02-21; 10.000 
CON PUBLICIDAD;PERSONA NATURAL;RENE  CORTAZAR SANZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 8;;LISTA DEL APRUEBO;PARTIDO DEMOCRATA CRISTIANO;24-02-21; 5.000 
CON PUBLICIDAD;PERSONA NATURAL;JORGE CORREA SUTIL;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 6;;LISTA DEL APRUEBO;PARTIDO DEMOCRATA CRISTIANO;24-02-21; 5.000 
SIN PUBLICIDAD;PERSONA NATURAL;DIEGO JOSE RIVEAUX MARCET;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;24-02-21; 70.000 
CON PUBLICIDAD;PERSONA NATURAL;SOL LETELIER GONZALEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;24-02-21; 700.000 
SIN PUBLICIDAD;PERSONA NATURAL;LUIS SILVA IRARRAZAVAL;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 13;;VAMOS POR CHILE;INDEPENDIENTES;24-02-21; 115.000 
SIN PUBLICIDAD;PERSONA NATURAL;ALEJANDRO ANDRES FERNANDEZ GONZALEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 13;;VAMOS POR CHILE;INDEPENDIENTES;24-02-21; 115.000 
SIN PUBLICIDAD;PERSONA NATURAL;DIEGO JOSE RIVEAUX MARCET;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;24-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;GALIT NICOLE AGOSIN HORVITZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;LISTA DEL APRUEBO;INDEPENDIENTES;24-02-21; 3.000.000 
PROPIO;PERSONA NATURAL;MIGUEL ANGEL ESPINOZA URBINA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;SOBERANIA CIUDADANA (D7);INDEPENDIENTES;24-02-21; 1.000 
CON PUBLICIDAD;PERSONA NATURAL;PABLO GABRIEL SELLES FERRES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;APRUEBO DIGNIDAD;CONVERGENCIA SOCIAL;24-02-21; 10.000 
CON PUBLICIDAD;PERSONA NATURAL;MATIAS GAZMURI KRUBERG;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 6;;APRUEBO DIGNIDAD;COMUNES;24-02-21; 20.000 
CON PUBLICIDAD;PERSONA NATURAL;FERNANDO ATRIA LEMAITRE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;APRUEBO DIGNIDAD;IND REVOLUCION DEMOCRATICA;24-02-21; 10.000 
SIN PUBLICIDAD;PERSONA NATURAL;SILVANA  CAMELIO THOMSEN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE MAGALLANES Y DE LA ANTARTICA CHILENA;DISTRITO 28;;VAMOS POR CHILE;INDEPENDIENTES;24-02-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;MIRIAM LORENA HENRIQUEZ VIÑAS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ATACAMA;DISTRITO 4;;INDEPENDIENTES POR LA NUEVA CONSTITUCION (D4);INDEPENDIENTES;24-02-21; 100.000 
SIN PUBLICIDAD;PERSONA NATURAL;PABLO NICOLAS CIFUENTES VLADILO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE MAGALLANES Y DE LA ANTARTICA CHILENA;DISTRITO 28;;COORDINADORA SOCIAL DE MAGALLANES (D28);INDEPENDIENTES;24-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;ANTONIA COSMICA ORELLANA GUARELLO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;APRUEBO DIGNIDAD;CONVERGENCIA SOCIAL;24-02-21; 10.000 
SIN PUBLICIDAD;PERSONA NATURAL;ISABEL QUIROZ LEPE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LA ARAUCANIA;DISTRITO 22;;VAMOS POR CHILE;INDEPENDIENTES;24-02-21; 45.000 
CON PUBLICIDAD;PERSONA NATURAL;JUAN CARLOS SEBASTIAN CLARET POOL;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS LAGOS;DISTRITO 25;;INDEPENDIENTES POR LA NUEVA CONSTITUCION (D25);INDEPENDIENTES;24-02-21; 30.000 
CON PUBLICIDAD;PERSONA NATURAL;MARIA JOSE BECERRA MORO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 14;;LISTA DEL APRUEBO;PARTIDO SOCIALISTA DE CHILE;24-02-21; 150.000 
PROPIO;PERSONA NATURAL;JANIS JAN DEL CARMEN MENESES PALMA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 6;;MOVIMIENTOS SOCIALES INDEPENDIENTES (D6);INDEPENDIENTES;24-02-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;MIRIAM LORENA HENRIQUEZ VIÑAS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ATACAMA;DISTRITO 4;;INDEPENDIENTES POR LA NUEVA CONSTITUCION (D4);INDEPENDIENTES;24-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;AGUSTIN SQUELLA NARDUCCI;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;LISTA DEL APRUEBO;INDEPENDIENTES;24-02-21; 10.000 
CON PUBLICIDAD;PERSONA NATURAL;TOMAS LAIBE SAEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;DISTRITO 27;;LISTA DEL APRUEBO;PARTIDO SOCIALISTA DE CHILE;24-02-21; 50.000 
SIN PUBLICIDAD;PERSONA NATURAL;JAVIERA  SALDAÑA CADIZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 15;;LISTA DEL APRUEBO;PARTIDO DEMOCRATA CRISTIANO;24-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;HERMANN ROBERTO MONDACA RAITERI;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ARICA Y PARINACOTA;DISTRITO 1;;APRUEBO DIGNIDAD;INDEPENDIENTES;24-02-21; 1.000 
SIN PUBLICIDAD;PERSONA NATURAL;MACARENA LOBOS PALACIOS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;INDEPENDIENTES POR LA NUEVA CONSTITUCION  (D10);INDEPENDIENTES;24-02-21; 30.000 
CON PUBLICIDAD;PERSONA NATURAL;CATALINA LAGOS TSCHORNE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;LISTA DEL APRUEBO;PARTIDO SOCIALISTA DE CHILE;24-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;ANA RAQUEL MARTINEZ CHAMORRO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 15;;APRUEBO DIGNIDAD;REVOLUCION DEMOCRATICA;24-02-21; 30.000 
SIN PUBLICIDAD;PERSONA NATURAL;DIEGO JOSE RIVEAUX MARCET;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;24-02-21; 100.000 
SIN PUBLICIDAD;PERSONA NATURAL;BARBARA REBOLLEDO AGUIRRE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL MAULE;DISTRITO 17;;VAMOS POR CHILE;INDEPENDIENTES;24-02-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;PIA FERNANDA MEZA ILABACA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10);INDEPENDIENTES;24-02-21; 40.000 
CON PUBLICIDAD;PERSONA NATURAL;JORGE BARADIT MORALES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;LISTA DEL APRUEBO;INDEPENDIENTES;24-02-21; 55.000 
CON PUBLICIDAD;PERSONA NATURAL;MARIELA ANDREA SEREY JIMENEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 6;;APRUEBO DIGNIDAD;INDEPENDIENTES;24-02-21; 5.000 
SIN PUBLICIDAD;PERSONA NATURAL;MACARENA DEL CARMEN BRAVO ROJAS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 8;;VAMOS POR CHILE;INDEPENDIENTES;24-02-21; 70.000 
PROPIO;PERSONA NATURAL;CAROLINA CYNTIA VILCHES FUENZALIDA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 6;;APRUEBO DIGNIDAD;INDEPENDIENTES;24-02-21; 400.000 
CON PUBLICIDAD;PERSONA NATURAL;EDUARDO ENRIQUE RAMIREZ BLAMEY;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS RIOS;DISTRITO 24;;LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24);INDEPENDIENTES;24-02-21; 50.000 
PROPIO;PERSONA NATURAL;DANIEL ALEJANDRO BRAVO SILVA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE COQUIMBO;DISTRITO 5;;LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5);INDEPENDIENTES;24-02-21; 150.000 
PROPIO;PERSONA NATURAL;ALVIN ANTONIO SALDAÑA MUÑOZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 15;;MOVIMIENTOS SOCIALES AUTONOMOS (D15);INDEPENDIENTES;24-02-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;NATALIA ELEONORA ROJAS ROSAS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE COQUIMBO;DISTRITO 5;;LISTA DEL APRUEBO;PARTIDO RADICAL DE CHILE;24-02-21; 2.000 
PROPIO;PERSONA NATURAL;CRISTHIAN CANCINO GUNCKEL;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS RIOS;DISTRITO 24;;VAMOS POR CHILE;RENOVACION NACIONAL;24-02-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;RICARDO ANDRES NEUMANN BERTIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;VAMOS POR CHILE;IND UNION DEMOCRATA INDEPENDIENTE;24-02-21; 50.000 
SIN PUBLICIDAD;PERSONA NATURAL;FRANCISCO JAVIER CAAMAÑO ROJAS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 14;;LA LISTA DEL PUEBLO DISTRITO 14 (D14);INDEPENDIENTES;24-02-21; 10.000 
CON PUBLICIDAD;PERSONA NATURAL;JUAN DE DIOS VALDIVIESO TAGLE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;VAMOS POR CHILE;IND RENOVACION NACIONAL;24-02-21; 500.000 
SIN PUBLICIDAD;PERSONA NATURAL;CESAR VALENZUELA MAASS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;LISTA DEL APRUEBO;PARTIDO SOCIALISTA DE CHILE;24-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;RICARDO ANDRES NEUMANN BERTIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;VAMOS POR CHILE;IND UNION DEMOCRATA INDEPENDIENTE;24-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;RODRIGO TOMAS MALLEA CARDEMIL;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;APRUEBO DIGNIDAD;CONVERGENCIA SOCIAL;24-02-21; 5.000 
PROPIO;PERSONA NATURAL;RAUL  CASTRO LETELIER;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ARICA Y PARINACOTA;DISTRITO 1;;LISTA DEL APRUEBO;PARTIDO DEMOCRATA CRISTIANO;24-02-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;PATRICIA POLITZER KEREKES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;INDEPENDIENTES POR LA NUEVA CONSTITUCION  (D10);INDEPENDIENTES;24-02-21; 50.000 
PROPIO;PERSONA NATURAL;RAUL  CASTRO LETELIER;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ARICA Y PARINACOTA;DISTRITO 1;;LISTA DEL APRUEBO;PARTIDO DEMOCRATA CRISTIANO;24-02-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;LUCIO FAVIO CUENCA BERGER;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;VOCES CONSTITUYENTES (D12);INDEPENDIENTES;24-02-21; 10.000 
